stamp_abs,stamp_rel,x,y,z,qx,qy,qz,qw,roll,pitch,yaw,vx,vy,vz
1778504105.570446253,131.219030380,-0.001723250,0.007477021,-0.001960652,0.009926547,-0.017085723,-0.002431618,0.999801795,0.019778935,-0.034219627,-0.004525733,-0.007633691,-0.005168270,0.002382685
1778504105.672648430,131.321232557,-0.001663366,0.007253692,-0.001176103,0.009723278,-0.016009621,-0.001605260,0.999823271,0.019402901,-0.032050288,-0.002900114,-0.002209448,-0.004815587,0.003527256
1778504105.765857935,131.414442062,-0.000173459,0.006056587,0.000315662,0.009620223,-0.015938957,-0.000655255,0.999826471,0.019227178,-0.031890394,-0.001004121,0.005630547,-0.008174241,0.006710948
1778504105.871827602,131.520411730,0.000297001,0.006526098,-0.000363224,0.007565435,-0.015269374,-0.002033566,0.999852727,0.015074153,-0.030569782,-0.003837296,0.008418319,0.001713626,0.003177030
1778504105.944338322,131.592922449,-0.000978608,0.005616507,0.000895716,0.008854065,-0.015784622,-0.002722120,0.999832507,0.017628953,-0.031617428,-0.005166418,0.002498187,-0.002977909,0.005596946
1778504106.071917057,131.720501184,-0.000729150,0.004248387,0.000798113,0.009949001,-0.015503698,-0.000881450,0.999829923,0.019878161,-0.031024639,-0.001454809,0.005369435,-0.008382703,0.003713464
1778504106.172566414,131.821150541,0.000128581,0.005754415,0.000999400,0.008447147,-0.017078011,0.000619145,0.999818285,0.016923043,-0.034145989,0.001527477,0.005480822,0.002487727,0.003347174
1778504106.253764868,131.902348995,0.000566630,0.004927222,0.000238975,0.008197280,-0.017908537,0.000698498,0.999805782,0.016427663,-0.035806316,0.001691411,0.003654094,0.000047399,0.000444240
1778504106.367932320,132.016516447,0.000388606,0.006788874,0.001170440,0.006905273,-0.017730087,-0.000446416,0.999818865,0.013801332,-0.035467351,-0.000648217,0.000065959,0.012346358,0.002719325
1778504106.472346783,132.120930910,0.000108131,0.006852769,0.000153343,0.008075771,-0.016571322,-0.000076559,0.999830069,0.016155835,-0.033144317,0.000114624,0.000413604,0.009058557,-0.000600842
1778504106.553643942,132.202228069,-0.000623078,0.007709748,-0.000027987,0.007724533,-0.018671729,-0.000062471,0.999795826,0.015454969,-0.037345478,0.000163659,-0.006258268,0.011982948,-0.001261700
1778504106.671489954,132.320074081,0.000421704,0.009000646,0.001650438,0.007881446,-0.017334256,-0.000177331,0.999818671,0.015764014,-0.034671967,-0.000081408,-0.000106233,0.014089619,0.003383635
1778504106.768208981,132.416793108,-0.001633513,0.007381293,0.001678232,0.010346240,-0.017298938,0.001195122,0.999796116,0.020743492,-0.034572979,0.002749360,-0.008031884,-0.001146646,0.002223113
1778504106.872282743,132.520866871,-0.002256703,0.008979474,0.001244649,0.009276317,-0.017610174,0.000767808,0.999801601,0.018588584,-0.035206388,0.001863182,-0.008247645,0.006042283,0.000653865
1778504106.972015619,132.620599747,-0.002457369,0.008766236,0.001140201,0.009206197,-0.017732210,0.000175173,0.999800372,0.018427558,-0.035461547,0.000677194,-0.007141078,0.003710302,0.000148412
1778504107.071709156,132.720293283,-0.002855191,0.008702579,0.001015976,0.008724913,-0.015483673,0.002789064,0.999838163,0.017542656,-0.030918592,0.005850242,-0.001695502,0.002981721,0.000223958
1778504107.170625687,132.819209814,-0.003274783,0.007733422,0.000987867,0.009781046,-0.014758552,0.003739364,0.999836253,0.019679064,-0.029443375,0.007769658,0.001724663,-0.003611353,0.000142845
1778504107.272005081,132.920589209,-0.003139665,0.006763378,0.001114348,0.010147406,-0.014964107,0.006334579,0.999816473,0.020491200,-0.029798573,0.012976651,0.004890064,-0.008242408,0.000207340
1778504107.372183561,133.020767689,-0.001487448,0.007154340,-0.001744874,0.009989936,-0.013564883,0.005150223,0.999844823,0.020125203,-0.027025944,0.010573932,0.016567837,-0.004521478,-0.006991087
1778504107.472237825,133.120821953,-0.002150632,0.005446949,-0.002348335,0.010302495,-0.014167566,0.005605238,0.999830846,0.020770092,-0.028218588,0.011505337,0.012020065,-0.011684333,-0.007313192
1778504107.572804928,133.221389055,-0.000718238,0.006392446,-0.002333584,0.008588548,-0.015373629,0.005384411,0.999830434,0.017348760,-0.030654357,0.011036478,0.014389805,-0.001067639,-0.005355291
1778504107.670164585,133.318748713,0.000051412,0.006541363,-0.002480693,0.009025627,-0.015796550,0.004838506,0.999822782,0.018210962,-0.031505371,0.009965556,0.013608300,-0.000414180,-0.004305301
1778504107.729700565,133.378284693,0.001241659,0.007437677,-0.004016857,0.009085229,-0.014332987,0.004438312,0.999846151,0.018303390,-0.028584811,0.009139557,0.020021780,0.003106882,-0.007490791
1778504107.871881485,133.520465612,0.004137985,0.006764491,-0.002237258,0.009221822,-0.015616884,0.004147028,0.999826922,0.018580065,-0.031156916,0.008584925,0.022334419,-0.001168844,-0.000228546
1778504107.971690178,133.620274305,0.004653259,0.007403550,-0.002265246,0.008801333,-0.016569776,0.003937579,0.999816220,0.017740551,-0.033070177,0.008169941,0.016071502,0.002879711,-0.000286878
1778504108.072657585,133.721241713,0.003140017,0.008150622,-0.001414841,0.008844790,-0.017862033,0.003605927,0.999794836,0.017827048,-0.035660506,0.007531205,0.002231232,0.005141904,0.001356974
1778504108.170848846,133.819432974,0.002292643,0.007033316,-0.001088864,0.009341187,-0.017614903,0.003615904,0.999794670,0.018818669,-0.035162264,0.007564159,-0.002407494,-0.001747619,0.001752420
1778504108.271598101,133.920182228,0.002678614,0.007180334,-0.000220646,0.008982126,-0.018236211,0.004727513,0.999782183,0.018145769,-0.036387582,0.009787200,-0.002452968,-0.000426373,0.003359298
1778504108.370171070,134.018755198,0.002451323,0.008301937,0.000287879,0.007835923,-0.017144837,0.002763180,0.999818492,0.015773653,-0.034246840,0.005797480,-0.001737198,0.007493216,0.004062083
1778504108.469997168,134.118581295,-0.000428862,0.007130901,-0.000017793,0.009477201,-0.017654059,0.000579275,0.999799070,0.018984011,-0.035297372,0.001493871,-0.013158087,-0.000853863,0.001920765
1778504108.548177958,134.196762085,-0.001644644,0.006899026,-0.000431981,0.009517933,-0.017242270,0.001631454,0.999804707,0.019100905,-0.034453565,0.003592633,-0.013731575,-0.001965427,0.000392585
1778504108.645959377,134.294543505,-0.002745756,0.007800945,-0.000829224,0.008583390,-0.015851866,0.001880719,0.999835740,0.017233080,-0.031671533,0.004034979,-0.010052481,0.003962160,-0.000371966
1778504108.772220135,134.420804262,-0.003422370,0.007393602,-0.000482022,0.008749496,-0.014880961,0.003123388,0.999846112,0.017597930,-0.029707055,0.006509134,-0.003547059,0.000791147,0.000797525
1778504108.844455957,134.493040085,-0.002669668,0.007875411,-0.001846080,0.008271492,-0.014089548,0.001796176,0.999864911,0.016598702,-0.028149293,0.003826476,0.004583219,0.004223986,-0.002671764
1778504108.972018242,134.620602369,-0.002040645,0.010073452,-0.001398111,0.006959407,-0.014331731,0.002001914,0.999871072,0.013980588,-0.028635815,0.004204528,0.009723788,0.015286566,-0.000372104
1778504109.053952456,134.702536583,-0.000319539,0.010286089,0.000499523,0.009391775,-0.015505508,0.001621590,0.999834358,0.018840881,-0.030980377,0.003535595,0.013760856,0.008921464,0.004150076
1778504109.169976950,134.818561077,0.004415623,0.009723079,0.000131548,0.010439553,-0.012924899,0.002580505,0.999858642,0.020951363,-0.025795125,0.005431975,0.034481975,-0.000356975,0.002317554
1778504109.271792889,134.920377016,0.002968064,0.008116108,-0.000740679,0.011493519,-0.016107492,0.001330309,0.999803320,0.023039341,-0.032183623,0.003031932,0.015953807,-0.010791921,-0.001365582
1778504109.352655888,135.001240015,0.002806661,0.008395612,-0.001318483,0.011367992,-0.015359962,0.000903292,0.999816995,0.022772268,-0.030698587,0.002156496,0.013419252,-0.009268756,-0.002396975
1778504109.446044445,135.094628572,0.002287075,0.006887845,-0.000494928,0.011093132,-0.016537960,0.001787595,0.999800101,0.022254934,-0.033035657,0.003943553,0.006048117,-0.014856109,0.000134971
1778504109.571913481,135.220497608,0.000846263,0.006387965,-0.001160467,0.009135624,-0.016880008,0.002304951,0.999813129,0.018357113,-0.033717981,0.004920276,-0.001656766,-0.008679124,-0.001829505
1778504109.655982494,135.304566622,0.001252351,0.007888048,0.000176083,0.007726986,-0.016488045,0.001760934,0.999832655,0.015518501,-0.032949320,0.003778144,0.001165667,0.003187775,0.001964507
1778504109.770853758,135.419437885,0.000807029,0.007293474,-0.000307567,0.009193021,-0.016039293,0.000399646,0.999829020,0.018406223,-0.032071252,0.001094618,0.001153938,-0.001586241,0.000165273
1778504109.846013546,135.494597673,0.000754629,0.005970035,-0.000141432,0.011045027,-0.015627060,0.000266644,0.999816849,0.022106934,-0.031247590,0.000878822,0.002463607,-0.010431626,0.000388495
1778504109.967956066,135.616540194,-0.001749369,0.006523263,0.001192758,0.009890612,-0.017826284,0.000091022,0.999792174,0.019794228,-0.035650910,0.000534972,-0.010532294,-0.004168195,0.003059127
1778504110.059615374,135.708199501,-0.001927852,0.006261474,-0.000007551,0.010662781,-0.016692278,-0.000969841,0.999803347,0.021302485,-0.033404885,-0.001584212,-0.006246825,-0.006177346,-0.000526190
1778504110.164176464,135.812760592,-0.001823688,0.006048733,-0.001287629,0.010211426,-0.015494221,-0.000766359,0.999827519,0.020406803,-0.031003714,-0.001216602,-0.000035412,-0.005870990,-0.003667342
1778504110.271960258,135.920544386,0.001431446,0.005642980,-0.002015130,0.009452061,-0.014243497,0.000964042,0.999853415,0.018937619,-0.028468439,0.002197954,0.017356533,-0.005217587,-0.004047810
1778504110.371769667,136.020353794,0.001253796,0.006446914,-0.001740432,0.008395893,-0.015245477,-0.000232609,0.999848504,0.016790746,-0.030494967,-0.000209245,0.012363797,0.001418472,-0.002532270
1778504110.470409155,136.118993282,0.002561965,0.007121299,-0.001019236,0.007836311,-0.014712534,-0.002034222,0.999858988,0.015617964,-0.029457061,-0.003838961,0.016296798,0.006362771,-0.000092027
1778504110.572058201,136.220642328,0.002194724,0.006557741,0.000704855,0.008568327,-0.015990013,-0.000611766,0.999835251,0.017123864,-0.031990698,-0.000949801,0.009473257,0.002480544,0.004089422
1778504110.671851397,136.320435524,0.000313744,0.005462337,0.002157211,0.009423998,-0.018154066,-0.000827077,0.999790445,0.018827548,-0.036324099,-0.001312505,-0.004531974,-0.003468473,0.006163641
1778504110.769956350,136.418540478,-0.000096337,0.005651683,0.001380661,0.008981056,-0.017184940,0.000570398,0.999811829,0.017989924,-0.034359928,0.001450115,-0.003993537,-0.000870198,0.002545736
1778504110.833824396,136.482408524,0.000093353,0.005008480,-0.000048292,0.009278531,-0.016370876,0.000078498,0.999822933,0.018567364,-0.032740347,0.000461011,-0.000497293,-0.003334021,-0.001595694
1778504110.932129383,136.580713511,-0.000184023,0.006643891,0.000893969,0.008585187,-0.016748709,0.000059005,0.999822870,0.017179792,-0.033496736,0.000405799,-0.001294118,0.006193584,0.001385344
1778504111.054458618,136.703042746,0.001220292,0.008981036,0.000648960,0.008417158,-0.016740327,0.000225794,0.999824416,0.016849158,-0.033477226,0.000733731,0.004808363,0.013483853,0.000559292
1778504111.169792891,136.818377018,0.000879252,0.008200760,-0.000071018,0.009673559,-0.014236422,-0.000352228,0.999851800,0.019343272,-0.028479289,-0.000429092,0.007987869,0.003794565,-0.001664763
1778504111.237466812,136.886050940,0.001532213,0.006781139,-0.002306595,0.010707498,-0.012976130,-0.000086853,0.999858471,0.021418560,-0.025953360,0.000104237,0.014785928,-0.005596246,-0.006954373
1778504111.356676817,137.005260944,0.001809685,0.007482831,-0.003473724,0.009692244,-0.014360249,-0.002189067,0.999847514,0.019327858,-0.028762518,-0.004100809,0.013580102,-0.000711371,-0.007801628
1778504111.472811937,137.121396065,0.005496815,0.006827557,-0.004569895,0.009941312,-0.013108661,-0.001242374,0.999863886,0.019855486,-0.026241467,-0.002224544,0.028582425,-0.003997247,-0.008165274
1778504111.572288513,137.220872641,0.003672652,0.006082491,-0.004012006,0.010389846,-0.012384019,-0.003429339,0.999863454,0.020699780,-0.024838470,-0.006602489,0.020391391,-0.007535095,-0.005070458
1778504111.672038555,137.320622683,0.001762011,0.005436114,-0.002120731,0.009742823,-0.015288545,-0.000738763,0.999835382,0.019470187,-0.030591222,-0.001179927,0.006126560,-0.007930315,0.000347792
1778504111.733860493,137.382444620,0.000763789,0.006302969,-0.003041130,0.008554748,-0.017700199,-0.001184635,0.999806039,0.017075781,-0.035421207,-0.002067267,-0.002672199,0.000216606,-0.002400009
1778504111.870715141,137.519299269,0.002291095,0.006794915,-0.003276516,0.008201760,-0.015523257,-0.000576956,0.999845701,0.016391715,-0.031056180,-0.000899531,0.007801562,0.004074440,-0.001810147
1778504111.942147970,137.590732098,0.003084661,0.005570827,-0.003914574,0.009369645,-0.014675989,0.000203587,0.999848380,0.018751598,-0.029347925,0.000682423,0.012318515,-0.003270520,-0.003183516
1778504112.063750267,137.712334394,0.004445910,0.004248343,-0.001217673,0.009549689,-0.014755624,-0.000001810,0.999845526,0.019105856,-0.029511008,0.000278325,0.015092780,-0.007361992,0.004420445
1778504112.172245026,137.820829153,0.002120214,0.005065841,-0.001047231,0.008949260,-0.016297234,0.001035323,0.999826604,0.017939642,-0.032576047,0.002363240,0.001610766,-0.000318881,0.003215807
1778504112.270504713,137.919088840,0.003189951,0.005135818,-0.000494822,0.008852869,-0.015311024,0.002396529,0.999840715,0.017785557,-0.030579504,0.005065778,0.008042358,0.000901287,0.003818895
1778504112.367718697,138.016302824,0.002915554,0.006508993,0.000201033,0.008439157,-0.015538329,0.001867672,0.999841914,0.016942661,-0.031045209,0.003998952,0.005973335,0.007138767,0.004542293
1778504112.470225811,138.118809938,0.001568253,0.007956796,-0.000341248,0.007976723,-0.016069765,0.001625999,0.999837732,0.016012057,-0.032113893,0.003509655,-0.000415630,0.012349269,0.001726380
1778504112.571793795,138.220377922,0.001557506,0.008257158,-0.000257603,0.009075270,-0.016814981,0.003321492,0.999811914,0.018270137,-0.033569654,0.006950907,-0.000364339,0.007614655,0.001285587
1778504112.671612740,138.320196867,-0.000224920,0.009220139,0.001269288,0.008519347,-0.018028197,0.002112764,0.999798950,0.017123392,-0.036020936,0.004534812,-0.009845019,0.010063562,0.004603641
1778504112.754637241,138.403221369,-0.003109113,0.008455377,0.001783918,0.010153859,-0.018374805,0.002517468,0.999776439,0.020410853,-0.036698508,0.005410630,-0.019537242,0.001080692,0.004489123
1778504112.854622602,138.503206730,-0.003359962,0.010460595,0.001079853,0.008917688,-0.015355462,0.004994181,0.999829857,0.017995125,-0.030621412,0.010265527,-0.008316144,0.009545694,0.002251913
1778504112.953414440,138.601998568,-0.003090350,0.009689463,-0.001298227,0.009932355,-0.014493097,0.004013765,0.999837581,0.019987508,-0.028905779,0.008317698,0.000509775,0.001147819,-0.004484848
1778504113.044080973,138.692665100,-0.001637151,0.007153636,-0.000486942,0.011274865,-0.012904960,0.005195677,0.999839659,0.022689648,-0.025691446,0.010684420,0.012453237,-0.013691575,-0.001188860
1778504113.154489040,138.803073168,-0.000507878,0.003389241,-0.000385179,0.012471434,-0.013468128,0.006040717,0.999813274,0.025112571,-0.026783755,0.012419885,0.017238428,-0.028975954,-0.000838633
1778504113.254878998,138.903463125,0.004256980,0.000165667,-0.001271438,0.012604801,-0.011946629,0.007370114,0.999822023,0.025391074,-0.023705429,0.015043568,0.037064867,-0.035799958,-0.002437168
1778504113.361837864,139.010421991,0.003689615,0.001791537,-0.003302408,0.008739128,-0.014338952,0.006240418,0.999839527,0.017662539,-0.028568116,0.012734994,0.024756082,-0.012846335,-0.006779976
1778504113.458354235,139.106938362,0.002205577,0.001830822,-0.002445152,0.007914979,-0.016926126,0.003963279,0.999817559,0.015971032,-0.033789767,0.008197823,0.009165625,-0.004956453,-0.003759242
1778504113.539999723,139.188583851,0.001839143,0.003009558,-0.002486925,0.006823061,-0.017997075,0.003733840,0.999807786,0.013787238,-0.035944018,0.007716896,0.002279523,0.005667316,-0.003150042
1778504113.655702591,139.304286718,0.003176261,0.004425485,-0.003484666,0.006308422,-0.016524865,0.003996265,0.999835568,0.012754134,-0.032999864,0.008204266,0.007617614,0.013773573,-0.004344852
1778504113.726049185,139.374633312,0.003027051,0.004064070,-0.001290746,0.007007557,-0.016779417,0.006189657,0.999815500,0.014228697,-0.033472144,0.012619599,0.004404203,0.009977609,0.001826018
1778504113.867809296,139.516393423,0.002054174,0.004004583,-0.001875262,0.007999971,-0.017692690,0.005843752,0.999794389,0.016214241,-0.035291929,0.011975926,-0.002986368,0.007018558,-0.000084466
1778504113.963813066,139.612397194,0.001282829,0.003760787,-0.001899221,0.009242498,-0.017535138,0.004499335,0.999793404,0.018651465,-0.034986998,0.009326791,-0.005491332,0.002478458,-0.000374083
1778504114.066331387,139.714915514,-0.000001233,0.006762351,-0.000452346,0.007954267,-0.017441445,0.002275032,0.999813658,0.015995321,-0.034847249,0.004829634,-0.009422943,0.016059111,0.003379088
1778504114.169848919,139.818433046,-0.002048503,0.006292837,0.001052271,0.009462729,-0.018123889,0.005631791,0.999775107,0.019139007,-0.036140908,0.011611896,-0.015710125,0.006369419,0.005992879
1778504114.257928133,139.906512260,-0.002746756,0.006392642,-0.000392551,0.009669039,-0.015358374,0.004079700,0.999826978,0.019470413,-0.030637333,0.008459061,-0.008408130,0.003842850,0.001276780
1778504114.367900133,140.016484261,-0.003120980,0.004669154,0.000148690,0.009794260,-0.012582822,0.004681973,0.999861903,0.019711112,-0.025073083,0.009612300,0.002392541,-0.005554758,0.002543832
1778504114.457957745,140.106541872,-0.002666715,0.005438809,-0.001047296,0.008927427,-0.012453070,0.004657633,0.999871756,0.017975074,-0.024822333,0.009539502,0.010309678,0.000671763,-0.000766919
1778504114.572608232,140.221192360,-0.000996498,0.004523526,0.000151685,0.010153726,-0.011859399,0.005122995,0.999864997,0.020433340,-0.023613756,0.010488558,0.021071643,-0.005732328,0.002714753
1778504114.670681000,140.319265127,0.000314832,0.002358796,-0.001054587,0.011379185,-0.013425398,0.006138032,0.999826284,0.022929415,-0.026709615,0.012584292,0.022898614,-0.016211767,-0.001146979
1778504114.760231972,140.408816099,0.000121003,0.002669173,-0.000657161,0.010107784,-0.014555558,0.007492244,0.999814900,0.020439926,-0.028958314,0.015282965,0.017065441,-0.009765155,-0.000140167
1778504114.864070654,140.512654781,0.001001729,0.001708890,-0.001519120,0.009680018,-0.016427925,0.008445526,0.999782523,0.019645070,-0.032691022,0.017215473,0.013643205,-0.009999181,-0.002396754
1778504114.970804691,140.619388819,0.002656776,0.001929540,-0.002817515,0.009514233,-0.015305267,0.007011270,0.999813018,0.019249653,-0.030476115,0.014318291,0.017745679,-0.005309216,-0.004833266
1778504115.068243265,140.716827393,0.004158798,0.003969511,-0.003509548,0.008336511,-0.013610427,0.005506197,0.999857460,0.016827514,-0.027128497,0.011242124,0.023573745,0.006950341,-0.005171747
1778504115.162550926,140.811135054,0.002682900,0.006970143,-0.003621876,0.006702297,-0.014938072,0.004900590,0.999853948,0.013555484,-0.029810505,0.010004600,0.012627207,0.020598560,-0.004619302
1778504115.264539242,140.913123369,0.002316707,0.008294697,-0.001374245,0.007581490,-0.017585366,0.005034439,0.999803946,0.015347124,-0.035094704,0.010340102,0.003274778,0.019791510,0.001841775
1778504115.363670826,141.012254953,0.002129919,0.008359339,-0.001801714,0.009632669,-0.016914674,0.004473537,0.999800527,0.019425110,-0.033742819,0.009276570,0.002066455,0.010775552,0.000094954
1778504115.444401741,141.092985868,0.000116344,0.008997401,-0.002010184,0.010080383,-0.016348783,0.004675590,0.999804602,0.020321905,-0.032602688,0.009684254,-0.004562888,0.008320392,-0.000498616
1778504115.572449207,141.221033335,-0.001854313,0.008287265,-0.001716541,0.011549458,-0.018320716,0.005703486,0.999749184,0.023319759,-0.036508608,0.011835463,-0.013066797,-0.003522352,-0.000173606
1778504115.672007084,141.320591211,-0.001480325,0.007778511,-0.002035202,0.012949529,-0.016522846,0.004644467,0.999768840,0.026063624,-0.032923713,0.009720134,-0.005579776,-0.011229444,-0.001025425
1778504115.769728184,141.418312311,-0.001815553,0.006079897,-0.002118878,0.013329310,-0.015646742,0.003449591,0.999782781,0.026777008,-0.031199787,0.007318432,-0.002456638,-0.020466096,-0.001402092
1778504115.846668720,141.495252848,-0.002621453,0.003438121,-0.001074187,0.014177101,-0.016438541,0.001779904,0.999762780,0.028425132,-0.032824708,0.004027246,-0.005757147,-0.031983303,0.001236001
1778504115.971848249,141.620432377,-0.002014939,0.002498133,-0.002901725,0.011803411,-0.015610948,0.001861110,0.999806738,0.023674082,-0.031176977,0.004092025,0.002274342,-0.024214374,-0.003561440
1778504116.071755648,141.720339775,-0.001989770,0.003413353,-0.003703937,0.009341447,-0.015434561,0.002440526,0.999834264,0.018765150,-0.030823290,0.005171084,0.004307330,-0.010237181,-0.004410464
1778504116.164412975,141.812997103,-0.001746573,0.003479391,-0.003973916,0.008667303,-0.014846607,0.002856916,0.999848136,0.017425342,-0.029643522,0.005972984,0.006989607,-0.004864305,-0.003866106
1778504116.271830320,141.920414448,0.000648192,0.006190576,-0.004433222,0.006864798,-0.015351235,0.003762910,0.999851516,0.013850036,-0.030651046,0.007739182,0.015418938,0.012906122,-0.003650120
1778504116.372237444,142.020821571,0.000333922,0.008224835,-0.001951241,0.006914732,-0.016740109,0.002778816,0.999832103,0.013928416,-0.033442400,0.005791477,0.007031022,0.019744025,0.003410482
1778504116.449864388,142.098448515,-0.000545652,0.007397390,-0.001567124,0.009734347,-0.016704406,0.003689492,0.999806278,0.019600328,-0.033336686,0.007707125,0.001560008,0.006263922,0.003689248
1778504116.554259300,142.202843428,0.000626357,0.006685687,-0.002931010,0.010929643,-0.016393351,0.002267324,0.999803311,0.021942841,-0.032736537,0.004894745,0.006265676,-0.002294104,-0.000795028
1778504116.672198296,142.320782423,0.001199169,0.007356964,-0.002695125,0.010124294,-0.015680464,-0.000892659,0.999825397,0.020228394,-0.031378676,-0.001468223,0.007726931,0.000350090,-0.000151273
1778504116.770047426,142.418631554,0.000164088,0.005204909,-0.003663584,0.011251234,-0.016670682,0.000496899,0.999797605,0.022528898,-0.033329604,0.001369488,0.000807130,-0.011745791,-0.002858012
1778504116.871800900,142.520385027,0.000749616,0.003837089,-0.002236480,0.011858823,-0.013140496,-0.000423852,0.999843246,0.023713204,-0.026289953,-0.000536094,0.010776565,-0.016886500,0.001459483
1778504116.971596003,142.620180130,0.001174472,0.004199796,-0.002806340,0.010208368,-0.014371886,0.000699104,0.999844363,0.020443512,-0.028728977,0.001692117,0.011681932,-0.009411257,-0.000412487
1778504117.072350979,142.720935106,0.001808722,0.005320386,-0.003158460,0.009774007,-0.014959228,-0.000145646,0.999840322,0.019550531,-0.029920991,0.000001178,0.012315954,-0.002071358,-0.001130962
1778504117.160458088,142.809042215,0.003413851,0.004238729,-0.003937206,0.010113395,-0.013827653,-0.000219304,0.999853223,0.020226872,-0.027659210,-0.000158916,0.019253677,-0.006858809,-0.002575599
1778504117.261981249,142.910565376,0.002972088,0.005077499,-0.004328354,0.009648275,-0.015194022,-0.000573326,0.999837849,0.019286104,-0.030398862,-0.000853668,0.012128688,-0.000969780,-0.003296012
1778504117.359989643,143.008573771,0.004477841,0.005212121,-0.004358791,0.009839632,-0.014983366,-0.000574919,0.999839162,0.019668974,-0.029977716,-0.000855177,0.016053451,-0.001136510,-0.002620496
1778504117.459784031,143.108368158,0.002734832,0.007550949,-0.003774843,0.008982918,-0.016712507,-0.001520077,0.999818828,0.017922758,-0.033452507,-0.002740886,0.002741478,0.009439654,-0.000808704
1778504117.570076704,143.218660831,0.003034307,0.007054107,-0.003723621,0.009609413,-0.016247453,-0.001348032,0.999820915,0.019182900,-0.032520726,-0.002384587,0.003640748,0.002748826,-0.000411359
1778504117.669679880,143.318264008,0.001708881,0.008724626,-0.003875960,0.009723273,-0.017364658,-0.001909618,0.999800120,0.019389271,-0.034766513,-0.003482902,-0.004272799,0.007121746,-0.000981736
1778504117.770049095,143.418633223,-0.000271110,0.007407898,-0.003544952,0.011310455,-0.017124585,-0.002577569,0.999786066,0.022542964,-0.034306879,-0.004769487,-0.010712036,-0.004658654,-0.000282023
1778504117.868307829,143.516891956,-0.002174353,0.005412632,-0.002425591,0.012324676,-0.016109730,-0.002050330,0.999792166,0.024593450,-0.032268902,-0.003704651,-0.012351870,-0.015849235,0.002795934
1778504117.968464613,143.617048740,-0.003044505,0.004139306,-0.002551499,0.012335153,-0.016169926,-0.001227562,0.999792414,0.024640886,-0.032369076,-0.002056776,-0.010395791,-0.019598068,0.001667353
1778504118.072096348,143.720680475,-0.002839137,0.002501041,-0.002005050,0.012875242,-0.014343326,0.000038939,0.999814231,0.025760261,-0.028684253,0.000447395,-0.000722633,-0.024773480,0.002679803
1778504118.165883064,143.814467192,-0.002356861,0.002740937,-0.001834515,0.011694882,-0.014587280,0.001319894,0.999824334,0.023436259,-0.029142688,0.002981788,0.004597276,-0.017704013,0.002587959
1778504118.270785093,143.919369221,0.000347939,0.003456046,-0.000816140,0.010905549,-0.013654073,0.002679338,0.999843716,0.021890731,-0.027248810,0.005657779,0.019131169,-0.009717432,0.004999505
1778504118.370610952,144.019195080,0.003694950,0.004078446,0.000039827,0.009894896,-0.013487138,0.005086969,0.999847144,0.019932501,-0.026872717,0.010443251,0.029924108,-0.003653618,0.006140336
1778504118.470183849,144.118767977,0.002282876,0.005037008,-0.000053278,0.010024589,-0.015607720,0.003495013,0.999821830,0.020165850,-0.031144841,0.007305311,0.014478820,-0.000080845,0.003780397
1778504118.570483923,144.219068050,0.003124231,0.007065120,-0.000645022,0.008354593,-0.015470803,0.003387068,0.999839679,0.016820124,-0.030884959,0.007034968,0.014832262,0.010991148,0.001566971
1778504118.663884640,144.312468767,0.002987462,0.007239605,-0.001940639,0.009253244,-0.015860790,0.002799922,0.999827472,0.018602513,-0.031669584,0.005895395,0.010416832,0.007351411,-0.002275093
1778504118.768966675,144.417550802,0.002651526,0.008696785,-0.002076485,0.009413354,-0.016417332,0.000672731,0.999820688,0.018856693,-0.032822003,0.001655196,0.005281369,0.009723127,-0.002288789
1778504118.868618250,144.517202377,0.001513670,0.008390532,-0.000715620,0.011166956,-0.016784281,0.000326593,0.999796720,0.022354785,-0.033560743,0.001028491,-0.001334496,0.000637331,0.001477147
1778504118.958556175,144.607140303,0.000181475,0.006333322,0.000420952,0.011954776,-0.018162121,0.000281439,0.999763543,0.023932184,-0.036316906,0.000997651,-0.009554432,-0.011956593,0.003723469
1778504119.063730955,144.712315083,0.000488513,0.007000160,-0.000973213,0.011860227,-0.017578417,-0.000211521,0.999775119,0.023724571,-0.035161190,-0.000005983,-0.005464714,-0.008423914,-0.000734180
1778504119.163833857,144.812417984,0.000466196,0.005652645,-0.001155500,0.012378906,-0.015273312,0.001066863,0.999806156,0.024799691,-0.030519026,0.002512618,0.000225274,-0.015471113,-0.000909140
1778504119.263806820,144.912390947,0.000558808,0.004919874,-0.003004768,0.012224507,-0.014519451,0.000964749,0.999819392,0.024485364,-0.029014141,0.002285100,0.004797053,-0.017050900,-0.005190178
1778504119.371974230,145.020558357,-0.000638680,0.005784498,-0.003358653,0.010466456,-0.017511185,0.002377763,0.999789057,0.021026177,-0.034972337,0.005124239,-0.004551723,-0.007729009,-0.005137339
1778504119.452659130,145.101243258,-0.002183501,0.006636537,-0.003135108,0.010559356,-0.017321642,0.003021585,0.999789643,0.021233235,-0.034579076,0.006411587,-0.009464357,-0.004017755,-0.003644051
1778504119.552449703,145.201033831,-0.001463126,0.006978012,-0.003385794,0.009756798,-0.015013370,0.001923698,0.999837838,0.019578247,-0.029988827,0.004141612,0.000946410,-0.001011632,-0.003109202
1778504119.670533180,145.319117308,-0.001476363,0.008695140,-0.004716616,0.008956886,-0.015214766,0.002203797,0.999841702,0.017987271,-0.030389915,0.004681629,0.003201725,0.007263208,-0.005228750
