stamp_abs,stamp_rel,valid,deg,eig_min,cond,axial,lateral,local_length,width,height,global_length,conf,u_pos_count,u_neg_count,v_pos_count,v_neg_count,four_wall_fit_ok,geom_raw_count,geom_filtered_count,intensity_trim_used
1776866114.260940313,99.100837231,1,0,0.357338143,190.404237957,35.043977445,61.978011120,0.495317463,0.264043451,0.356949264,0.645372020,0.553309132,21,19,20,0,0,159,143,1
1776866114.360952616,99.200849533,0,0,0.359921935,186.498309583,51.333333068,51.333333068,0.374476645,0.374922477,0.583572455,0.645372020,0.553316976,7,24,19,1,0,154,138,1
1776866114.460131168,99.300028086,0,0,0.297311270,213.753156833,47.666666665,47.666666665,0.201550935,0.322615097,0.989733195,0.645372020,0.560546917,12,19,16,5,0,143,128,1
1776866114.560960531,99.400857449,0,0,0.180737020,221.255263852,31.333333480,31.333333480,0.206122193,0.424377310,0.303344229,0.645372020,0.546174263,11,8,8,10,1,94,85,1
1776866114.660197258,99.500094175,0,0,0.170998002,232.216491884,33.000000204,33.000000204,0.636924871,0.250935898,0.231968097,0.645372020,0.434774018,10,9,15,0,0,99,89,1
1776866114.761187077,99.601083994,1,0,0.280563813,216.844322290,34.325120029,55.337439739,0.542103590,0.311582556,0.265678415,0.645372020,0.524158915,16,20,19,2,0,145,130,1
1776866114.861026764,99.700923681,0,0,0.159354988,248.706350315,30.333333291,30.333333291,0.187003086,0.367828267,0.915462313,0.645372020,0.465107619,10,19,7,5,0,91,82,1
1776866114.960861444,99.800758362,0,0,0.158325960,252.063963809,31.999999983,31.999999983,0.306466492,0.270166286,0.303651456,0.645372020,0.470137418,6,15,2,6,0,96,86,1
1776866115.060083389,99.899980307,0,0,0.178836059,222.043024140,29.666666557,29.666666557,0.677856348,0.258757330,0.190682857,0.645372020,0.603329147,8,15,0,15,0,89,80,1
1776866115.160948992,100.000845909,1,0,0.143127723,299.952522707,19.935760152,36.532119973,0.348150227,0.308289094,0.342946410,0.645372020,0.558789642,11,12,1,12,0,93,83,1
1776866115.260929108,100.100826025,0,0,0.150946732,269.771243930,30.333333161,30.333333161,0.268847228,0.178219911,0.643605521,0.645372020,0.564730093,7,8,8,12,1,91,82,1
1776866115.361110687,100.201007605,1,0,0.160068353,274.988439713,26.931776236,37.034112042,0.776932057,0.251199039,0.220131118,0.645372020,0.500028810,16,19,0,19,0,101,92,1
1776866115.460995913,100.300892830,1,0,0.198853798,239.639928847,21.972590327,41.513704783,0.591218106,0.298247806,0.247284772,0.645372020,0.590174788,9,21,2,14,0,105,95,1
1776866115.560864210,100.400761127,0,0,0.278686926,251.653482750,49.666666853,49.666666853,0.216687470,0.301359802,0.980501179,0.645372020,0.554754585,13,20,4,12,0,149,136,1
1776866115.660098314,100.499995232,1,0,0.277453474,204.145378388,34.754168323,53.122915668,0.523423910,0.274441197,0.359001182,0.645372020,0.502462397,18,14,4,17,0,141,129,1
1776866115.760919809,100.600816727,0,0,0.221478789,191.037546969,34.666666675,34.666666675,0.588692809,0.271789086,0.256114534,0.645372020,0.472357623,12,15,0,18,0,104,93,1
1776866115.860935211,100.700832129,0,0,0.109498834,297.451211670,26.666666693,26.666666693,0.347162718,0.347041572,0.655331166,0.645372020,0.555489429,6,11,2,12,0,80,72,1
1776866115.961128712,100.801025629,0,0,0.244816465,220.861523759,38.999999782,38.999999782,0.152762533,0.256867766,0.888836877,0.645372020,0.536221252,16,10,3,4,0,117,105,1
1776866116.060925722,100.900822639,0,0,0.309254939,195.961819730,50.000000034,50.000000034,0.328589277,0.320254778,0.560811295,0.645372020,0.527137023,20,18,3,13,0,150,135,1
1776866116.160879135,101.000776052,1,0,0.354428538,172.260321691,37.890655106,53.554672540,0.687882683,0.296949964,0.268994784,0.645372020,0.529105706,11,27,1,21,0,145,130,1
1776866116.261133194,101.101030111,0,0,0.175871529,281.721727810,37.666666736,37.666666736,0.166318168,0.233875504,0.873333755,0.645372020,0.543193308,16,12,6,7,1,113,101,1
1776866116.360929489,101.200826406,0,0,0.297528823,200.568813581,47.999999974,47.999999974,0.143651645,0.214133358,0.663818614,0.645372020,0.503989448,11,13,15,10,1,144,129,1
1776866116.460860491,101.300757408,0,0,0.221563757,235.450855284,37.999999893,37.999999893,0.233790247,0.276192118,0.636822407,0.645372020,0.518516190,8,20,5,6,0,114,102,1
1776866116.561086893,101.400983810,1,0,0.325680859,141.501608433,27.172001918,38.413999044,0.686480571,0.275963659,0.260576826,0.645372020,0.534456150,10,21,0,16,0,104,93,1
1776866116.660991192,101.500888109,1,0,0.235717118,219.526760492,29.256670519,42.871664515,0.520180870,0.278479368,0.288586010,0.645372020,0.536726372,17,19,12,0,0,115,104,1
1776866116.760370731,101.600267649,0,0,0.159675110,211.806812656,28.333333482,28.333333482,0.191850738,0.267194282,0.814002396,0.645372020,0.454953879,14,15,12,2,0,85,78,1
1776866116.860071659,101.699968576,0,0,0.114619939,314.889755144,27.666666687,27.666666687,0.172426712,0.433836127,0.524494543,0.645372020,0.537398527,10,6,11,1,0,83,76,1
1776866116.961072683,101.800969601,0,0,0.165762276,237.364451993,30.999999832,30.999999832,0.768292952,0.285979981,0.220998918,0.645372020,0.480206340,6,18,0,13,0,93,83,1
1776866117.060925007,101.900821924,0,0,0.129849484,295.263217239,28.333333452,28.333333452,0.565154630,0.402928836,0.240070921,0.645372020,0.522616254,5,18,4,14,0,85,76,1
1776866117.161075354,102.000972271,0,0,0.303835805,187.065575783,44.333333413,44.333333413,0.283434133,0.395477817,0.662886705,0.645372020,0.470357336,5,31,2,18,0,133,119,1
1776866117.261085272,102.100982189,0,0,0.206359074,209.903775264,35.000000005,35.000000005,0.306315624,0.216525346,0.344328053,0.645372020,0.484319800,13,8,9,6,1,105,94,1
1776866117.361132145,102.201029062,0,0,0.133848029,294.791626230,28.333333281,28.333333281,0.160695892,0.932732451,0.545974049,0.645372020,0.545146416,9,6,8,5,0,85,76,1
1776866117.460079670,102.299976587,0,0,0.210615831,238.025458756,37.666666771,37.666666771,0.178023090,0.289699320,0.804892762,0.645372020,0.610061712,12,13,6,6,1,113,103,1
1776866117.561017036,102.400913954,0,0,0.192041355,248.770891728,40.333333229,40.333333229,0.138403400,0.555865875,0.688499611,0.645372020,0.475447216,9,8,10,4,0,121,109,1
1776866117.660258293,102.500155210,0,0,0.336570299,180.687082301,46.666666596,46.666666596,0.268671388,0.582708799,0.386244604,0.645372020,0.516341504,6,26,20,10,1,140,127,1
1776866117.761114836,102.601011753,1,0,0.195962889,192.868047696,21.793846974,34.603076650,0.589987530,0.271007461,0.231598571,0.645372020,0.513065818,14,12,0,17,0,91,83,1
1776866117.861024857,102.700921774,0,0,0.322076388,191.448407211,48.333333049,48.333333049,0.808127199,0.310498471,0.232093616,0.645372020,0.481437643,16,21,0,18,0,145,130,1
1776866117.960870743,102.800767660,0,0,0.264300411,227.455891683,49.333333465,49.333333465,0.167993210,0.239738818,0.737403106,0.645372020,0.532057801,20,28,10,12,1,148,135,1
1776866118.061071634,102.900968552,1,0,0.270441966,205.972749217,30.931461694,46.534269352,0.629753534,0.368656996,0.239834769,0.645372020,0.506936887,13,15,18,0,0,124,112,1
1776866118.160970449,103.000867367,0,0,0.223318798,244.213152815,43.333333310,43.333333310,0.266196975,0.184808090,0.547160946,0.645372020,0.518077923,16,17,10,15,1,130,117,1
1776866118.261068821,103.100965738,0,0,0.347924116,161.657652514,47.000000110,47.000000110,0.310635812,0.316173346,0.300015064,0.645372020,0.460666585,10,15,14,4,0,141,130,1
1776866118.361154079,103.201050997,0,0,0.305561918,209.773930043,47.666666675,47.666666675,0.175933791,0.740224102,0.705017660,0.645372020,0.566917259,11,16,1,10,0,143,130,1
1776866118.461061478,103.300958395,0,0,0.203095784,255.982288465,40.333333330,40.333333330,0.221974998,0.196050344,0.725903389,0.645372020,0.517036914,11,19,10,15,1,121,113,1
1776866118.561074018,103.400970936,0,0,0.197643619,240.275876516,38.333333178,38.333333178,0.225150516,0.240119539,0.379960874,0.645372020,0.462806499,10,8,16,17,1,115,106,1
1776866118.660128355,103.500025272,1,0,0.298222128,193.894157715,32.054302834,52.972848677,0.414388218,0.258476355,0.342447865,0.645372020,0.514827208,13,18,15,2,0,138,124,1
1776866118.761126757,103.601023674,0,0,0.216189458,257.944043173,41.333333134,41.333333134,0.587146702,0.278353068,0.206193167,0.645372020,0.498419121,18,15,12,1,0,124,111,1
1776866118.860897779,103.700794697,0,0,0.320955973,237.166367495,57.666666723,57.666666723,0.171009509,0.184306236,0.584027668,0.645372020,0.575912795,19,14,10,14,1,173,158,1
1776866118.961134434,103.801031351,0,0,0.280871561,231.912662429,49.999999898,49.999999898,0.236286608,0.522052532,0.602147105,0.645372020,0.504567228,5,23,14,11,0,150,136,1
1776866119.060991287,103.900888205,1,0,0.308163679,199.802697340,35.598896356,59.700551862,0.157544186,0.330428061,0.393057112,0.645372020,0.524787736,16,11,12,18,1,155,139,1
1776866119.160967112,104.000864029,0,0,0.286324836,251.918760583,52.333333340,52.333333340,0.215689131,0.510795576,0.426234929,0.645372020,0.542324215,16,25,6,20,1,157,141,1
1776866119.260119915,104.100016832,0,0,0.248923720,230.621500490,44.666666688,44.666666688,0.195101839,0.269604483,0.566213270,0.645372020,0.509670138,13,20,8,11,1,134,122,1
1776866119.361040592,104.200937510,0,0,0.218037887,218.678983077,34.333333219,34.333333219,0.853496166,0.271864771,0.190405929,0.645372020,0.554222012,8,14,21,0,0,103,92,1
1776866119.460932255,104.300829172,0,0,0.175050809,254.943665004,32.999999869,32.999999869,0.180948800,0.571984174,0.533473629,0.645372020,0.492332608,13,19,2,8,0,99,89,1
1776866119.561189651,104.401086569,0,0,0.173252137,274.472256073,40.666666503,40.666666503,0.237064303,0.341099317,0.531543438,0.645372020,0.467520980,9,20,7,1,0,122,112,1
1776866119.660081625,104.499978542,0,0,0.263628156,234.024552336,48.666666699,48.666666699,0.166789539,0.409350094,0.460069615,0.645372020,0.557047141,13,8,25,10,1,146,131,1
1776866119.760909319,104.600806236,1,0,0.200077578,305.516653901,32.252844326,51.373577558,0.414379791,0.257485379,0.358796620,0.645372020,0.505819114,20,20,13,3,0,135,121,1
1776866119.861154556,104.701051474,0,0,0.154546748,264.478003198,32.999999989,32.999999989,0.432352321,0.245481064,0.401123155,0.645372020,0.483391747,17,10,10,3,0,99,89,1
1776866119.961084366,104.800981283,0,0,0.223663135,178.883821547,32.666666722,32.666666722,0.346340131,0.281558040,0.543280272,0.645372020,0.523481106,8,15,11,3,0,98,88,1
1776866120.061057091,104.900954008,0,0,0.128985679,297.672801542,31.000000090,31.000000090,0.478105219,0.459273120,0.396461616,0.645372020,0.520495339,12,10,5,9,0,93,84,1
1776866120.160104990,105.000001907,0,0,0.218008174,231.831303055,39.333333445,39.333333445,0.198129580,0.455967929,0.587927866,0.645372020,0.497484190,15,19,5,18,0,118,106,1
1776866120.261114836,105.101011753,1,0,0.248411936,210.741390997,29.046213187,47.476893405,0.528817784,0.309169022,0.327547899,0.645372020,0.521870741,2,24,13,3,0,124,111,1
1776866120.360934496,105.200831413,0,0,0.177419492,270.684059170,35.333333615,35.333333615,0.853282121,0.289874003,0.195640931,0.645372020,0.500866991,11,22,19,0,0,106,95,1
1776866120.461166859,105.301063776,0,0,0.224127648,163.498343207,33.000000114,33.000000114,0.798127663,0.307776482,0.217756555,0.645372020,0.402838525,10,18,20,1,0,99,89,1
1776866120.560037136,105.399934053,0,0,0.146520992,253.291868537,29.666666587,29.666666587,0.786097337,0.258798547,0.162853384,0.645372020,0.520054100,16,12,14,0,0,89,80,1
1776866120.660226345,105.500123262,0,0,0.193793344,245.353759167,33.666666771,33.666666771,0.843815442,0.318276162,0.117045950,0.645372020,0.545231767,12,17,14,0,0,101,91,1
1776866120.761184931,105.601081848,0,0,0.402912017,177.722166711,56.999999792,56.999999792,0.337862249,0.302249064,0.321897819,0.645372020,0.485961571,7,23,6,28,1,171,158,1
1776866120.861027479,105.700924397,0,0,0.339279771,184.992295403,52.000000134,52.000000134,0.167110388,0.149909340,0.521813666,0.645372020,0.520338844,14,11,11,14,1,156,140,1
1776866120.961082935,105.800979853,0,0,0.280913513,207.976333422,42.666666779,42.666666779,0.210281308,0.299311624,0.503662304,0.645372020,0.549834159,18,24,7,6,1,128,116,1
1776866121.060154200,105.900051117,0,0,0.221458043,262.747936742,41.333333139,41.333333139,0.469456833,0.349615055,0.263636953,0.645372020,0.496313922,15,23,0,12,0,124,115,1
1776866121.161119699,106.001016617,0,0,0.257758578,239.090296055,45.333333326,45.333333326,0.289262421,0.437542674,0.467797014,0.645372020,0.533584823,14,31,3,12,0,136,122,1
1776866121.260902405,106.100799322,0,0,0.242009176,203.363769450,39.000000157,39.000000157,0.580811711,0.260740210,0.381978032,0.645372020,0.462636935,11,20,11,2,0,117,106,1
1776866121.361164331,106.201061249,0,0,0.242126282,237.501241463,46.000000212,46.000000212,0.203459990,0.232302290,0.464239509,0.645372020,0.532429767,12,12,8,16,1,138,125,1
1776866121.461028099,106.300925016,0,0,0.274433747,184.652991466,40.666666522,40.666666522,0.270157813,0.525374524,0.836444916,0.645372020,0.536166107,3,19,14,13,0,122,109,1
1776866121.560960293,106.400857210,0,0,0.250324983,201.766852941,39.666666733,39.666666733,0.480389632,0.291946669,0.279306683,0.645372020,0.485959599,17,11,5,6,0,119,107,1
1776866121.660171032,106.500067949,0,0,0.260589424,164.487119323,35.333333257,35.333333257,0.594735995,0.450028588,0.245437952,0.645372020,0.402292257,6,21,0,16,0,106,95,1
1776866121.761064529,106.600961447,0,0,0.305952641,167.695805184,42.666666689,42.666666689,0.899262482,0.275479835,0.189290526,0.645372020,0.477250021,8,17,0,25,0,128,115,1
1776866121.860996246,106.700893164,0,0,0.404214098,154.644595428,50.333333376,50.333333376,0.645417929,0.273801050,0.290472298,0.645372020,0.489205145,19,18,3,21,0,151,136,1
1776866121.960087776,106.799984694,0,0,0.267066465,224.802999394,44.999999746,44.999999746,0.191118553,0.282429474,0.681462211,0.645372020,0.556733854,19,28,12,10,1,135,121,1
1776866122.061089754,106.900986671,0,0,0.249083642,214.504806652,37.666666520,37.666666520,0.966651824,0.277879418,0.125933054,0.645372020,0.543167982,6,18,0,17,0,113,101,1
1776866122.161053419,107.000950336,0,0,0.213998338,255.793191329,41.999999945,41.999999945,0.588971939,0.265107154,0.277491890,0.645372020,0.464653450,18,20,14,1,0,126,113,1
1776866122.261180401,107.101077318,0,0,0.303798693,207.706514952,48.999999956,48.999999956,0.422080677,0.263741475,0.571029924,0.645372020,0.512305752,16,22,17,2,0,147,132,1
1776866122.361074686,107.200971603,0,0,0.161595131,253.023071383,31.666666354,31.666666354,0.895874424,0.273497161,0.133470236,0.645372020,0.560070566,6,9,20,0,0,95,86,1
1776866122.460922718,107.300819635,0,0,0.237942316,219.124554693,44.666666753,44.666666753,0.480253943,0.337340857,0.340399119,0.645372020,0.465448984,20,13,15,5,0,134,122,1
1776866122.561143637,107.401040554,0,0,0.196455881,235.674210602,36.666666789,36.666666789,0.912002851,0.268655858,0.220953945,0.645372020,0.476890052,3,21,22,0,0,110,101,1
1776866122.660121202,107.500018120,0,0,0.267318235,188.841103537,43.000000060,43.000000060,0.519230094,0.330551818,0.294456016,0.645372020,0.433811529,9,22,18,3,0,129,116,1
1776866122.760948181,107.600845098,0,0,0.160613170,218.936611930,29.000000049,29.000000049,0.894240102,0.241420404,0.182692290,0.645372020,0.512288268,2,21,16,0,0,87,78,1
1776866122.861145496,107.701042414,0,0,0.300429931,213.862540165,49.666666728,49.666666728,0.288452243,0.277232741,0.359110198,0.645372020,0.475841041,24,22,8,9,1,149,135,1
1776866122.961027622,107.800924540,0,0,0.223229191,163.762967777,30.999999986,30.999999986,0.799853037,0.282988862,0.185183154,0.645372020,0.597770919,7,14,26,0,0,93,83,1
1776866123.061084747,107.900981665,0,0,0.243906523,209.313154579,40.666666705,40.666666705,0.794546657,0.340307611,0.258199689,0.645372020,0.481491585,8,29,16,2,0,122,109,1
1776866123.161185980,108.001082897,0,0,0.262914175,204.876348449,42.666666811,42.666666811,0.773081487,0.293478345,0.204779973,0.645372020,0.496906047,13,18,19,1,0,128,115,1
1776866123.261047840,108.100944757,0,0,0.341959561,183.298281793,54.333333238,54.333333238,0.220886635,0.472885392,0.225318283,0.645372020,0.431231467,11,15,20,13,1,163,147,1
1776866123.360952616,108.200849533,0,0,0.298310349,178.971422626,44.999999774,44.999999774,0.181383806,0.236675740,0.542885386,0.645372020,0.429319274,16,21,11,9,1,135,121,1
1776866123.460210085,108.300107002,0,0,0.209826966,263.115498006,43.000000042,43.000000042,0.417533067,0.235227319,0.247618096,0.645372020,0.478199168,9,20,7,17,1,129,118,1
1776866123.561074495,108.400971413,0,0,0.179735315,272.971719744,37.666666729,37.666666729,0.780040457,0.322071091,0.180410600,0.645372020,0.512111954,11,20,20,0,0,113,103,1
1776866123.660936356,108.500833273,0,0,0.365490521,156.001086352,46.999999851,46.999999851,0.224224785,0.508806085,0.622804544,0.645372020,0.477645831,9,21,20,5,0,141,127,1
1776866123.762620926,108.602517843,0,0,0.100239317,310.188767486,24.333333398,24.333333398,0.415336401,0.299284202,0.291916142,0.645372020,0.489408204,5,8,5,4,0,73,65,1
1776866123.861013412,108.700910330,1,0,0.180277279,257.188194573,27.721715165,37.639142283,0.722139470,0.264243028,0.234027227,0.645372020,0.529690444,17,11,0,11,0,103,94,1
1776866123.961052895,108.800949812,0,0,0.178008492,272.500435719,36.333333049,36.333333049,0.852929847,0.305926641,0.127314625,0.645372020,0.508629883,19,13,0,19,0,109,99,1
1776866124.060117245,108.900014162,0,0,0.338603407,187.483800536,50.999999698,50.999999698,0.211334576,0.407093567,0.824784163,0.645372020,0.456191668,22,16,8,4,0,153,137,1
1776866124.161390543,109.001287460,0,0,0.213207056,200.031429995,35.333333137,35.333333137,0.229097734,0.370748831,0.503321609,0.645372020,0.479470116,15,11,4,10,0,106,97,1
1776866124.261037111,109.100934029,0,0,0.208303632,268.529577766,43.999999691,43.999999691,0.465154928,0.247870986,0.232035257,0.645372020,0.493615841,15,15,6,10,1,132,118,1
1776866124.360153675,109.200050592,0,0,0.290354884,174.443524747,38.333333266,38.333333266,0.204124732,0.471544287,0.932848679,0.645372020,0.521930532,11,13,7,5,0,115,103,1
1776866124.461039305,109.300936222,0,0,0.227776434,177.898151786,35.666666451,35.666666451,0.232409390,0.292222656,0.934607687,0.645372020,0.445006399,6,20,8,4,0,107,96,1
1776866124.561100245,109.400997162,0,0,0.181477629,283.889389738,35.333333366,35.333333366,0.803023513,0.300583325,0.132517634,0.645372020,0.556414461,13,14,0,17,0,106,95,1
1776866124.660202503,109.500099421,0,0,0.321271240,186.322852738,46.666666597,46.666666597,0.935342841,0.251862769,0.147618804,0.645372020,0.533588167,16,14,1,24,0,140,126,1
1776866124.761100531,109.600997448,0,0,0.249600026,222.259768539,42.333333381,42.333333381,0.901538303,0.276757982,0.166118372,0.645372020,0.502199394,20,18,0,19,0,127,114,1
1776866124.861043930,109.700940847,1,0,0.235521033,218.380172454,24.881414411,47.059293160,0.266806760,0.245430338,0.342341642,0.645372020,0.545484143,11,15,6,7,1,119,107,1
1776866124.961200476,109.801097393,0,0,0.226721942,243.306235958,44.333333162,44.333333162,0.890448803,0.278138840,0.131531763,0.645372020,0.538754646,13,19,0,25,0,133,120,1
1776866125.061043501,109.900940418,0,0,0.185222042,196.415210151,32.666666772,32.666666772,0.916474572,0.339943876,0.199120450,0.645372020,0.456022408,4,17,0,20,0,98,88,1
1776866125.161375523,110.001272440,0,0,0.218504044,192.517477636,34.333333222,34.333333222,0.838522933,0.275444381,0.236725612,0.645372020,0.464991881,10,12,0,18,0,103,92,1
1776866125.260208607,110.100105524,0,0,0.236259720,229.053877716,41.666666842,41.666666842,0.552052333,0.302134418,0.316901071,0.645372020,0.480762343,19,11,2,10,0,125,112,1
1776866125.361000538,110.200897455,0,0,0.167056890,251.903187783,32.666666514,32.666666514,0.792675680,0.263750517,0.129386034,0.645372020,0.551124503,11,10,0,18,0,98,89,1
1776866125.460976362,110.300873280,0,0,0.163283883,259.955129801,32.333333422,32.333333422,0.899712217,0.276798694,0.152931777,0.645372020,0.584540108,8,9,0,18,0,97,87,1
1776866125.561203241,110.401100159,0,0,0.343820110,169.135181500,43.999999893,43.999999893,0.928482493,0.281565649,0.168339464,0.645372020,0.526796912,8,16,0,26,0,132,118,1
1776866125.663346767,110.503243685,0,0,0.287128600,213.447698481,46.666666800,46.666666800,0.839646205,0.276169408,0.159392002,0.645372020,0.555438615,20,14,0,21,0,140,126,1
1776866125.760976791,110.600873709,0,0,0.285747273,224.520752211,49.666666829,49.666666829,0.914486489,0.283686859,0.147639036,0.645372020,0.519948859,22,16,0,27,0,149,134,1
1776866125.860115290,110.700012207,0,0,0.321885223,153.237304285,43.666666769,43.666666769,0.834798787,0.354593333,0.198633071,0.645372020,0.500290003,9,15,2,24,0,131,120,1
1776866125.961050272,110.800947189,0,0,0.151335536,217.890036315,26.333333364,26.333333364,0.511378390,0.382855666,0.374531665,0.645372020,0.483026417,2,11,0,10,0,79,71,1
1776866126.061032534,110.900929451,0,0,0.248535691,183.073865177,38.333333351,38.333333351,0.939891140,0.278824766,0.135580568,0.645372020,0.518468784,12,9,0,21,0,115,103,1
1776866126.161190510,111.001087427,0,0,0.238433013,217.279678723,42.666666590,42.666666590,0.295989185,0.421995928,0.235342907,0.645372020,0.495940911,18,21,9,14,1,128,117,1
1776866126.261058807,111.100955725,0,0,0.352532084,165.143608478,49.333333396,49.333333396,0.614862404,0.393462068,0.281898374,0.645372020,0.421743337,11,24,2,22,0,148,135,1
1776866126.361027956,111.200924873,0,0,0.277919312,208.115903253,47.333333595,47.333333595,0.824165251,0.276103184,0.243936094,0.645372020,0.466182741,19,18,1,19,0,142,127,1
1776866126.460159063,111.300055981,0,0,0.309003603,188.601546853,48.000000014,48.000000014,0.819534940,0.309869460,0.216217941,0.645372020,0.444523676,19,17,0,22,0,144,129,1
1776866126.561053991,111.400950909,0,0,0.246658641,174.874868730,38.000000128,38.000000128,0.940808714,0.277905050,0.142447923,0.645372020,0.451656826,19,16,0,18,0,114,102,1
1776866126.661117554,111.501014471,0,0,0.239058933,257.361139626,46.666666688,46.666666688,0.880865441,0.287083172,0.177491000,0.645372020,0.505818885,11,22,0,19,0,140,130,1
1776866126.760151148,111.600048065,0,0,0.254378230,231.539463235,45.666666565,45.666666565,0.944922077,0.293107502,0.120025384,0.645372020,0.516714130,15,19,0,19,0,137,129,1
1776866126.861107826,111.701004744,0,0,0.267760047,139.700840978,33.333333374,33.333333374,0.220973707,0.370392006,0.488863020,0.645372020,0.397358645,9,8,3,10,0,100,90,1
1776866126.960966587,111.800863504,0,0,0.192002193,254.412214840,40.666666734,40.666666734,0.499321568,0.189015721,0.319550760,0.645372020,0.459883781,7,18,15,10,1,122,111,1
1776866127.060134649,111.900031567,0,0,0.233696548,270.205921918,44.333333471,44.333333471,0.804401156,0.283045858,0.157037846,0.645372020,0.536851052,15,23,17,0,0,133,120,1
1776866127.161017895,112.000914812,1,0,0.288676111,211.510133781,32.636865396,51.681567248,0.660869280,0.298130739,0.233365153,0.645372020,0.535613433,9,29,16,0,0,136,122,1
1776866127.261018038,112.100914955,0,0,0.222841085,209.474523232,37.999999820,37.999999820,0.776881929,0.320494413,0.246625595,0.645372020,0.426632964,15,9,2,17,0,114,104,1
1776866127.361213923,112.201110840,0,0,0.247787803,210.996909416,42.333332924,42.333332924,0.265776222,0.148742165,0.543063011,0.645372020,0.481506409,6,19,13,14,1,127,115,1
1776866127.461077213,112.300974131,0,0,0.163590352,299.709147522,37.333333211,37.333333211,0.945047424,0.258570139,0.169747650,0.645372020,0.487021151,12,13,19,0,0,112,100,1
1776866127.560995579,112.400892496,0,0,0.176560399,242.228737429,30.999999865,30.999999865,0.664129134,0.256263358,0.165038277,0.645372020,0.612476900,10,14,13,0,0,93,83,1
1776866127.660286903,112.500183821,0,0,0.250781224,209.679284438,42.000000058,42.000000058,0.550699111,0.258009029,0.369532239,0.645372020,0.474546655,14,18,15,4,0,126,113,1
1776866127.761075974,112.600972891,0,0,0.259194493,165.671450791,33.333333378,33.333333378,0.979114891,0.260085680,0.183531063,0.645372020,0.490422996,4,13,19,0,0,100,90,1
1776866127.860978603,112.700875521,0,0,0.176493658,215.883178992,30.333333353,30.333333353,0.792190730,0.308815248,0.183692137,0.645372020,0.532821596,7,17,21,0,0,91,84,1
1776866127.961337328,112.801234245,0,0,0.237735465,182.260827557,38.333332991,38.333332991,0.560147161,0.261610097,0.303680691,0.645372020,0.441503646,11,17,16,2,0,115,103,1
1776866128.061102152,112.900999069,1,0,0.262180024,219.247498925,30.808559015,52.595720656,0.458291741,0.279124459,0.316040986,0.645372020,0.529360795,14,18,13,2,0,136,126,1
1776866128.160949945,113.000846863,0,0,0.227513741,215.954287804,40.666666582,40.666666582,0.159448980,0.238373140,0.535271943,0.645372020,0.473081605,11,17,8,11,1,122,109,1
1776866128.261207819,113.101104736,0,0,0.270720510,208.200870724,45.999999765,45.999999765,0.853791879,0.297096933,0.179197148,0.645372020,0.456567014,9,23,25,0,0,138,125,1
1776866128.361059666,113.200956583,0,0,0.146951011,345.464158037,36.666666645,36.666666645,0.198103343,0.276899174,0.615582787,0.645372020,0.612099365,15,21,3,10,0,110,99,1
1776866128.461072445,113.300969362,0,0,0.211366175,187.851191538,34.333333191,34.333333191,0.887689980,0.287221468,0.156095969,0.645372020,0.453693541,9,10,0,14,0,103,94,1
1776866128.561120033,113.401016951,0,0,0.110035384,317.953862316,26.666666617,26.666666617,0.783261913,0.257755970,0.214611664,0.645372020,0.458787050,6,9,1,14,0,80,75,1
1776866128.660115242,113.500012159,0,0,0.201885410,228.639513907,36.666666509,36.666666509,0.568711701,0.361884130,0.225625307,0.645372020,0.474136813,11,21,1,12,0,110,99,1
1776866128.760983229,113.600880146,0,0,0.201078556,225.768241662,36.333333216,36.333333216,0.270401878,0.275505438,0.360118276,0.645372020,0.486098105,8,13,9,1,0,109,102,1
1776866128.861256361,113.701153278,0,0,0.284650030,187.364193442,44.666666650,44.666666650,0.241693609,0.490662637,0.673457094,0.645372020,0.444715712,15,13,15,5,0,134,121,1
1776866128.961141348,113.801038265,1,0,0.235321691,238.419352304,32.417084178,46.291457963,0.502286696,0.292085071,0.210156443,0.645372020,0.531503904,9,15,1,16,0,125,112,1
1776866129.060977221,113.900874138,0,0,0.163853414,301.478540890,39.333333268,39.333333268,0.810379949,0.320809758,0.220903857,0.645372020,0.452187543,8,16,1,16,0,118,109,1
1776866129.161217451,114.001114368,0,0,0.239890658,266.799249023,49.999999921,49.999999921,0.311999687,0.337317582,0.350660359,0.645372020,0.443400775,18,22,7,3,0,150,135,1
1776866129.261138916,114.101035833,0,0,0.215791536,257.662145771,44.333333446,44.333333446,0.775985632,0.259927441,0.192212193,0.645372020,0.506049882,5,24,21,0,0,133,120,1
1776866129.361029863,114.200926781,0,0,0.251996289,204.375473936,40.666666778,40.666666778,0.864459255,0.275054799,0.183264370,0.645372020,0.483695535,6,23,19,1,0,122,109,1
1776866129.460176706,114.300073624,0,0,0.200991201,204.724977746,35.666666437,35.666666437,0.319890464,0.332730339,0.348735915,0.645372020,0.422479480,11,6,4,13,0,107,99,1
1776866129.561073780,114.400970697,0,0,0.136552388,272.549939718,29.999999930,29.999999930,0.660225868,0.272565764,0.307010063,0.645372020,0.471072935,5,12,2,11,0,90,84,1
1776866129.660948753,114.500845671,0,0,0.225559275,216.783212821,39.333333127,39.333333127,0.344486962,0.381657149,0.533870319,0.645372020,0.474843361,15,15,3,12,0,118,107,1
1776866129.761212111,114.601109028,0,0,0.246758742,214.708314738,42.999999863,42.999999863,0.161575453,0.299488769,0.469894673,0.645372020,0.545167733,9,24,10,10,1,129,116,1
